idCompte,descriptionCompte,nomBanque,idUtilisateur,dateHeureCreation,dateHeureMAJ,montantInitial,dernierMontantCalculé
295,,Groupama,148,2025-06-17 12:39:15,2025-06-17 12:39:15,4551.0,4551.0
296,,AXA Banque,148,2025-06-17 12:39:15,2025-06-17 12:39:15,7411.0,7411.0
297,,N26,149,2025-06-17 12:39:15,2025-06-17 12:39:15,5428.0,5428.0
298,,Lydia,149,2025-06-17 12:39:15,2025-06-17 12:39:15,5551.0,5551.0
299,,Société Générale,149,2025-06-17 12:39:15,2025-06-17 12:39:15,3469.0,3469.0
300,,LCL,150,2025-06-17 12:39:15,2025-06-17 12:39:15,599.0,599.0
301,,ING,150,2025-06-17 12:39:15,2025-06-17 12:39:15,6503.0,6503.0
302,,Caisse d'épargne,151,2025-06-17 12:39:15,2025-06-17 12:39:15,9352.0,9352.0
303,,Allianz,151,2025-06-17 12:39:15,2025-06-17 12:39:15,3255.0,3255.0
304,,Banque Populaire,151,2025-06-17 12:39:15,2025-06-17 12:39:15,9733.0,9733.0
305,,Allianz,152,2025-06-17 12:39:15,2025-06-17 12:39:15,1999.0,1999.0
306,,Hello Bank,153,2025-06-17 12:39:15,2025-06-17 12:39:15,4061.0,4061.0
307,,Banque Populaire,153,2025-06-17 12:39:15,2025-06-17 12:39:15,9991.0,9991.0
308,,La Banque Postale,153,2025-06-17 12:39:15,2025-06-17 12:39:15,6958.0,6958.0
309,,LCL,154,2025-06-17 12:39:15,2025-06-17 12:39:15,9024.0,9024.0
310,,Crédit Mutuel,154,2025-06-17 12:39:15,2025-06-17 12:39:15,4532.0,4532.0
311,,Groupama,154,2025-06-17 12:39:15,2025-06-17 12:39:15,698.0,698.0
312,,BNP Paribas,155,2025-06-17 12:39:15,2025-06-17 12:39:15,2051.0,2051.0
313,,N26,156,2025-06-17 12:39:15,2025-06-17 12:39:15,1261.0,1261.0
314,,BoursoBank,156,2025-06-17 12:39:15,2025-06-17 12:39:15,3851.0,3851.0
315,,Orange Bank,156,2025-06-17 12:39:15,2025-06-17 12:39:15,3758.0,3758.0
316,,Caisse d'épargne,157,2025-06-17 12:39:15,2025-06-17 12:39:15,1638.0,1638.0
317,,Allianz,157,2025-06-17 12:39:15,2025-06-17 12:39:15,5797.0,5797.0
318,,AXA Banque,157,2025-06-17 12:39:15,2025-06-17 12:39:15,1616.0,1616.0
319,,Fortuneo,158,2025-06-17 12:39:15,2025-06-17 12:39:15,1473.0,1473.0
320,,Banque Populaire,158,2025-06-17 12:39:15,2025-06-17 12:39:15,1475.0,1475.0
321,,Revolut,159,2025-06-17 12:39:15,2025-06-17 12:39:15,7856.0,7856.0
322,,Lydia,160,2025-06-17 12:39:15,2025-06-17 12:39:15,1448.0,1448.0
323,,Allianz,160,2025-06-17 12:39:15,2025-06-17 12:39:15,7392.0,7392.0
324,,Société Générale,160,2025-06-17 12:39:15,2025-06-17 12:39:15,2173.0,2173.0
325,,AXA Banque,161,2025-06-17 12:39:15,2025-06-17 12:39:15,9677.0,9677.0
326,,Hello Bank,161,2025-06-17 12:39:15,2025-06-17 12:39:15,3111.0,3111.0
327,,Lydia,161,2025-06-17 12:39:15,2025-06-17 12:39:15,1207.0,1207.0
328,,Revolut,162,2025-06-17 12:39:15,2025-06-17 12:39:15,629.0,629.0
329,,Hello Bank,163,2025-06-17 12:39:15,2025-06-17 12:39:15,3849.0,3849.0
330,,Allianz,163,2025-06-17 12:39:15,2025-06-17 12:39:15,7448.0,7448.0
331,,La Banque Postale,164,2025-06-17 12:39:15,2025-06-17 12:39:15,6218.0,6218.0
332,,Fortuneo,164,2025-06-17 12:39:15,2025-06-17 12:39:15,3506.0,3506.0
333,,LCL,164,2025-06-17 12:39:15,2025-06-17 12:39:15,6983.0,6983.0
334,,La Banque Postale,165,2025-06-17 12:39:15,2025-06-17 12:39:15,9587.0,9587.0
335,,Lydia,165,2025-06-17 12:39:15,2025-06-17 12:39:15,3805.0,3805.0
336,,ING,165,2025-06-17 12:39:15,2025-06-17 12:39:15,6975.0,6975.0
337,,Fortuneo,166,2025-06-17 12:39:15,2025-06-17 12:39:15,2429.0,2429.0
338,,Société Générale,166,2025-06-17 12:39:15,2025-06-17 12:39:15,2589.0,2589.0
339,,LCL,167,2025-06-17 12:39:15,2025-06-17 12:39:15,2358.0,2358.0
340,,Etoro,167,2025-06-17 12:39:15,2025-06-17 12:39:15,6016.0,6016.0
341,,Caisse d'épargne,168,2025-06-17 12:39:15,2025-06-17 12:39:15,3379.0,3379.0
342,,Crédit Agricole,168,2025-06-17 12:39:15,2025-06-17 12:39:15,5950.0,5950.0
343,,Etoro,168,2025-06-17 12:39:15,2025-06-17 12:39:15,6192.0,6192.0
344,,BoursoBank,169,2025-06-17 12:39:15,2025-06-17 12:39:15,6529.0,6529.0
345,,La Banque Postale,170,2025-06-17 12:39:15,2025-06-17 12:39:15,707.0,707.0
346,,Lydia,170,2025-06-17 12:39:15,2025-06-17 12:39:15,5911.0,5911.0
347,,N26,171,2025-06-17 12:39:15,2025-06-17 12:39:15,7715.0,7715.0
348,,HSBC,171,2025-06-17 12:39:15,2025-06-17 12:39:15,5261.0,5261.0
349,,Hello Bank,171,2025-06-17 12:39:15,2025-06-17 12:39:15,9817.0,9817.0
350,,La Banque Postale,172,2025-06-17 12:39:15,2025-06-17 12:39:15,3472.0,3472.0
351,,ING,173,2025-06-17 12:39:15,2025-06-17 12:39:15,384.0,384.0
352,,Orange Bank,173,2025-06-17 12:39:15,2025-06-17 12:39:15,8168.0,8168.0
353,,Fortuneo,173,2025-06-17 12:39:15,2025-06-17 12:39:15,9771.0,9771.0
354,,Crédit Mutuel,174,2025-06-17 12:39:15,2025-06-17 12:39:15,1070.0,1070.0
355,,Allianz,174,2025-06-17 12:39:15,2025-06-17 12:39:15,1464.0,1464.0
356,,B FOR Bank,175,2025-06-17 12:39:15,2025-06-17 12:39:15,1569.0,1569.0
357,,Crédit Agricole,176,2025-06-17 12:39:15,2025-06-17 12:39:15,3492.0,3492.0
358,,Banque Populaire,177,2025-06-17 12:39:15,2025-06-17 12:39:15,3109.0,3109.0
359,,B FOR Bank,178,2025-06-17 12:39:15,2025-06-17 12:39:15,2966.0,2966.0
360,,Crédit Mutuel,179,2025-06-17 12:39:15,2025-06-17 12:39:15,2682.0,2682.0
361,,Caisse d'épargne,180,2025-06-17 12:39:15,2025-06-17 12:39:15,5808.0,5808.0
362,,ING,181,2025-06-17 12:39:15,2025-06-17 12:39:15,6954.0,6954.0
363,,LCL,181,2025-06-17 12:39:15,2025-06-17 12:39:15,224.0,224.0
364,,Crédit Agricole,182,2025-06-17 12:39:15,2025-06-17 12:39:15,5302.0,5302.0
365,,LCL,182,2025-06-17 12:39:15,2025-06-17 12:39:15,5503.0,5503.0
366,,Crédit Agricole,183,2025-06-17 12:39:15,2025-06-17 12:39:15,2033.0,2033.0
367,,LCL,183,2025-06-17 12:39:15,2025-06-17 12:39:15,8317.0,8317.0
368,,BNP Paribas,183,2025-06-17 12:39:15,2025-06-17 12:39:15,9164.0,9164.0
369,,Etoro,184,2025-06-17 12:39:15,2025-06-17 12:39:15,6894.0,6894.0
370,,La Banque Postale,184,2025-06-17 12:39:15,2025-06-17 12:39:15,1344.0,1344.0
371,,Caisse d'épargne,184,2025-06-17 12:39:15,2025-06-17 12:39:15,3892.0,3892.0
372,,Société Générale,185,2025-06-17 12:39:15,2025-06-17 12:39:15,1251.0,1251.0
373,,Hello Bank,186,2025-06-17 12:39:15,2025-06-17 12:39:15,7440.0,7440.0
374,,Fortuneo,186,2025-06-17 12:39:15,2025-06-17 12:39:15,9473.0,9473.0
375,,Hello Bank,187,2025-06-17 12:39:15,2025-06-17 12:39:15,167.0,167.0
376,,Allianz,188,2025-06-17 12:39:15,2025-06-17 12:39:15,8976.0,8976.0
377,,Société Générale,188,2025-06-17 12:39:15,2025-06-17 12:39:15,1545.0,1545.0
378,,Revolut,188,2025-06-17 12:39:15,2025-06-17 12:39:15,1697.0,1697.0
379,,Société Générale,189,2025-06-17 12:39:15,2025-06-17 12:39:15,4229.0,4229.0
380,,ING,189,2025-06-17 12:39:15,2025-06-17 12:39:15,3974.0,3974.0
381,,Fortuneo,189,2025-06-17 12:39:15,2025-06-17 12:39:15,5296.0,5296.0
382,,Revolut,190,2025-06-17 12:39:15,2025-06-17 12:39:15,3339.0,3339.0
383,,Société Générale,190,2025-06-17 12:39:15,2025-06-17 12:39:15,9309.0,9309.0
384,,N26,190,2025-06-17 12:39:15,2025-06-17 12:39:15,1688.0,1688.0
385,,Revolut,191,2025-06-17 12:39:15,2025-06-17 12:39:15,7711.0,7711.0
386,,Caisse d'épargne,191,2025-06-17 12:39:15,2025-06-17 12:39:15,5921.0,5921.0
387,,Banque Populaire,191,2025-06-17 12:39:15,2025-06-17 12:39:15,2130.0,2130.0
388,,Etoro,192,2025-06-17 12:39:15,2025-06-17 12:39:15,6734.0,6734.0
389,,Crédit Mutuel,192,2025-06-17 12:39:15,2025-06-17 12:39:15,1696.0,1696.0
390,,B FOR Bank,193,2025-06-17 12:39:15,2025-06-17 12:39:15,7168.0,7168.0
391,,Caisse d'épargne,194,2025-06-17 12:39:15,2025-06-17 12:39:15,6630.0,6630.0
392,,Société Générale,194,2025-06-17 12:39:15,2025-06-17 12:39:15,7915.0,7915.0
393,,HSBC,195,2025-06-17 12:39:15,2025-06-17 12:39:15,9309.0,9309.0
394,,B FOR Bank,196,2025-06-17 12:39:15,2025-06-17 12:39:15,6069.0,6069.0
395,,B FOR Bank,197,2025-06-17 12:39:15,2025-06-17 12:39:15,2519.0,2519.0
396,,N26,197,2025-06-17 12:39:15,2025-06-17 12:39:15,7669.0,7669.0
397,,HSBC,198,2025-06-17 12:39:15,2025-06-17 12:39:15,4520.0,4520.0
398,,Caisse d'épargne,198,2025-06-17 12:39:15,2025-06-17 12:39:15,864.0,864.0
399,,Société Générale,199,2025-06-17 12:39:15,2025-06-17 12:39:15,9034.0,9034.0
400,,ING,200,2025-06-17 12:39:15,2025-06-17 12:39:15,7064.0,7064.0
401,,Caisse d'épargne,201,2025-06-17 12:39:15,2025-06-17 12:39:15,6637.0,6637.0
402,,Crédit Agricole,201,2025-06-17 12:39:15,2025-06-17 12:39:15,3314.0,3314.0
403,,BNP Paribas,201,2025-06-17 12:39:15,2025-06-17 12:39:15,4002.0,4002.0
404,,ING,202,2025-06-17 12:39:15,2025-06-17 12:39:15,4589.0,4589.0
405,,Revolut,202,2025-06-17 12:39:15,2025-06-17 12:39:15,7095.0,7095.0
406,,Revolut,203,2025-06-17 12:39:15,2025-06-17 12:39:15,2153.0,2153.0
407,,Groupama,204,2025-06-17 12:39:15,2025-06-17 12:39:15,2724.0,2724.0
408,,N26,205,2025-06-17 12:39:15,2025-06-17 12:39:15,5325.0,5325.0
409,,Hello Bank,205,2025-06-17 12:39:15,2025-06-17 12:39:15,6563.0,6563.0
410,,BoursoBank,206,2025-06-17 12:39:15,2025-06-17 12:39:15,5582.0,5582.0
411,,Etoro,206,2025-06-17 12:39:15,2025-06-17 12:39:15,7673.0,7673.0
412,,Lydia,207,2025-06-17 12:39:15,2025-06-17 12:39:15,7554.0,7554.0
413,,Caisse d'épargne,208,2025-06-17 12:39:15,2025-06-17 12:39:15,4696.0,4696.0
414,,B FOR Bank,208,2025-06-17 12:39:15,2025-06-17 12:39:15,1085.0,1085.0
415,,Orange Bank,209,2025-06-17 12:39:15,2025-06-17 12:39:15,3787.0,3787.0
416,,BNP Paribas,209,2025-06-17 12:39:15,2025-06-17 12:39:15,462.0,462.0
417,,La Banque Postale,209,2025-06-17 12:39:15,2025-06-17 12:39:15,3007.0,3007.0
418,,Allianz,210,2025-06-17 12:39:15,2025-06-17 12:39:15,8913.0,8913.0
419,,Revolut,210,2025-06-17 12:39:15,2025-06-17 12:39:15,7399.0,7399.0
420,,BNP Paribas,210,2025-06-17 12:39:15,2025-06-17 12:39:15,4028.0,4028.0
421,,ING,211,2025-06-17 12:39:15,2025-06-17 12:39:15,1748.0,1748.0
422,,Société Générale,211,2025-06-17 12:39:15,2025-06-17 12:39:15,4795.0,4795.0
423,,Lydia,212,2025-06-17 12:39:15,2025-06-17 12:39:15,8676.0,8676.0
424,,Groupama,213,2025-06-17 12:39:15,2025-06-17 12:39:15,2615.0,2615.0
425,,HSBC,213,2025-06-17 12:39:15,2025-06-17 12:39:15,7979.0,7979.0
426,,Allianz,213,2025-06-17 12:39:15,2025-06-17 12:39:15,7371.0,7371.0
427,,BoursoBank,214,2025-06-17 12:39:15,2025-06-17 12:39:15,9756.0,9756.0
428,,B FOR Bank,215,2025-06-17 12:39:15,2025-06-17 12:39:15,6606.0,6606.0
429,,La Banque Postale,215,2025-06-17 12:39:15,2025-06-17 12:39:15,345.0,345.0
430,,BoursoBank,215,2025-06-17 12:39:15,2025-06-17 12:39:15,9263.0,9263.0
431,,Lydia,216,2025-06-17 12:39:15,2025-06-17 12:39:15,7525.0,7525.0
432,,N26,216,2025-06-17 12:39:15,2025-06-17 12:39:15,6298.0,6298.0
433,,B FOR Bank,216,2025-06-17 12:39:15,2025-06-17 12:39:15,6037.0,6037.0
434,,N26,217,2025-06-17 12:39:15,2025-06-17 12:39:15,8375.0,8375.0
435,,Allianz,217,2025-06-17 12:39:15,2025-06-17 12:39:15,9376.0,9376.0
436,,ING,217,2025-06-17 12:39:15,2025-06-17 12:39:15,8207.0,8207.0
437,,Etoro,218,2025-06-17 12:39:15,2025-06-17 12:39:15,7628.0,7628.0
438,,Fortuneo,218,2025-06-17 12:39:15,2025-06-17 12:39:15,1898.0,1898.0
439,,Banque Populaire,219,2025-06-17 12:39:15,2025-06-17 12:39:15,15.0,15.0
440,,Allianz,220,2025-06-17 12:39:15,2025-06-17 12:39:15,3355.0,3355.0
441,,Lydia,221,2025-06-17 12:39:15,2025-06-17 12:39:15,7013.0,7013.0
442,,Groupama,222,2025-06-17 12:39:15,2025-06-17 12:39:15,2841.0,2841.0
443,,AXA Banque,222,2025-06-17 12:39:15,2025-06-17 12:39:15,6661.0,6661.0
444,,HSBC,222,2025-06-17 12:39:15,2025-06-17 12:39:15,5842.0,5842.0
445,,La Banque Postale,223,2025-06-17 12:39:15,2025-06-17 12:39:15,9979.0,9979.0
446,,N26,223,2025-06-17 12:39:15,2025-06-17 12:39:15,5628.0,5628.0
447,,Orange Bank,224,2025-06-17 12:39:15,2025-06-17 12:39:15,2453.0,2453.0
448,,B FOR Bank,224,2025-06-17 12:39:15,2025-06-17 12:39:15,5072.0,5072.0
449,,Hello Bank,224,2025-06-17 12:39:15,2025-06-17 12:39:15,2603.0,2603.0
450,,Société Générale,225,2025-06-17 12:39:15,2025-06-17 12:39:15,8416.0,8416.0
451,,Banque Populaire,225,2025-06-17 12:39:15,2025-06-17 12:39:15,408.0,408.0
452,,BNP Paribas,226,2025-06-17 12:39:15,2025-06-17 12:39:15,6705.0,6705.0
453,,Groupama,227,2025-06-17 12:39:15,2025-06-17 12:39:15,3153.0,3153.0
454,,Orange Bank,227,2025-06-17 12:39:15,2025-06-17 12:39:15,5566.0,5566.0
455,,La Banque Postale,227,2025-06-17 12:39:15,2025-06-17 12:39:15,3604.0,3604.0
456,,AXA Banque,228,2025-06-17 12:39:15,2025-06-17 12:39:15,4444.0,4444.0
457,,Caisse d'épargne,228,2025-06-17 12:39:15,2025-06-17 12:39:15,1170.0,1170.0
458,,ING,229,2025-06-17 12:39:15,2025-06-17 12:39:15,8536.0,8536.0
459,,Lydia,229,2025-06-17 12:39:15,2025-06-17 12:39:15,2747.0,2747.0
460,,BNP Paribas,229,2025-06-17 12:39:15,2025-06-17 12:39:15,5666.0,5666.0
461,,Lydia,230,2025-06-17 12:39:15,2025-06-17 12:39:15,9993.0,9993.0
462,,HSBC,230,2025-06-17 12:39:15,2025-06-17 12:39:15,5494.0,5494.0
463,,Hello Bank,230,2025-06-17 12:39:15,2025-06-17 12:39:15,5297.0,5297.0
464,,ING,231,2025-06-17 12:39:15,2025-06-17 12:39:15,5123.0,5123.0
465,,Société Générale,232,2025-06-17 12:39:15,2025-06-17 12:39:15,646.0,646.0
466,,ING,233,2025-06-17 12:39:15,2025-06-17 12:39:15,7975.0,7975.0
467,,AXA Banque,233,2025-06-17 12:39:15,2025-06-17 12:39:15,511.0,511.0
468,,Revolut,233,2025-06-17 12:39:15,2025-06-17 12:39:15,5907.0,5907.0
469,,Groupama,234,2025-06-17 12:39:15,2025-06-17 12:39:15,6541.0,6541.0
470,,Etoro,234,2025-06-17 12:39:15,2025-06-17 12:39:15,5954.0,5954.0
471,,Hello Bank,234,2025-06-17 12:39:15,2025-06-17 12:39:15,9720.0,9720.0
472,,BoursoBank,235,2025-06-17 12:39:15,2025-06-17 12:39:15,2453.0,2453.0
473,,Etoro,235,2025-06-17 12:39:15,2025-06-17 12:39:15,4814.0,4814.0
474,,Revolut,235,2025-06-17 12:39:15,2025-06-17 12:39:15,4404.0,4404.0
475,,Revolut,236,2025-06-17 12:39:15,2025-06-17 12:39:15,5948.0,5948.0
476,,BNP Paribas,237,2025-06-17 12:39:15,2025-06-17 12:39:15,5513.0,5513.0
477,,Allianz,237,2025-06-17 12:39:15,2025-06-17 12:39:15,8329.0,8329.0
478,,Caisse d'épargne,237,2025-06-17 12:39:15,2025-06-17 12:39:15,2852.0,2852.0
479,,Banque Populaire,238,2025-06-17 12:39:15,2025-06-17 12:39:15,3125.0,3125.0
480,,La Banque Postale,239,2025-06-17 12:39:15,2025-06-17 12:39:15,1172.0,1172.0
481,,HSBC,239,2025-06-17 12:39:15,2025-06-17 12:39:15,1885.0,1885.0
482,,Crédit Mutuel,240,2025-06-17 12:39:15,2025-06-17 12:39:15,9194.0,9194.0
483,,Revolut,241,2025-06-17 12:39:15,2025-06-17 12:39:15,8077.0,8077.0
484,,Crédit Mutuel,242,2025-06-17 12:39:15,2025-06-17 12:39:15,8051.0,8051.0
485,,HSBC,243,2025-06-17 12:39:15,2025-06-17 12:39:15,9963.0,9963.0
486,,BoursoBank,244,2025-06-17 12:39:15,2025-06-17 12:39:15,9469.0,9469.0
487,,AXA Banque,244,2025-06-17 12:39:15,2025-06-17 12:39:15,6071.0,6071.0
488,,Revolut,245,2025-06-17 12:39:15,2025-06-17 12:39:15,4990.0,4990.0
489,,Fortuneo,245,2025-06-17 12:39:15,2025-06-17 12:39:15,631.0,631.0
490,,La Banque Postale,246,2025-06-17 12:39:15,2025-06-17 12:39:15,5236.0,5236.0
491,,Revolut,246,2025-06-17 12:39:15,2025-06-17 12:39:15,7898.0,7898.0
492,,ING,246,2025-06-17 12:39:15,2025-06-17 12:39:15,702.0,702.0
493,,Hello Bank,247,2025-06-17 12:39:15,2025-06-17 12:39:15,1121.0,1121.0
494,,Allianz,248,2025-06-17 12:39:15,2025-06-17 12:39:15,9576.0,9576.0
495,,Lydia,248,2025-06-17 12:39:15,2025-06-17 12:39:15,4405.0,4405.0
496,,Lydia,249,2025-06-17 12:39:15,2025-06-17 12:39:15,780.0,780.0
497,,Caisse d'épargne,249,2025-06-17 12:39:15,2025-06-17 12:39:15,2949.0,2949.0
498,,Lydia,250,2025-06-17 12:39:15,2025-06-17 12:39:15,213.0,213.0
499,,Crédit Mutuel,250,2025-06-17 12:39:15,2025-06-17 12:39:15,3957.0,3957.0
500,,Groupama,251,2025-06-17 12:39:15,2025-06-17 12:39:15,1001.0,1001.0
501,,ING,251,2025-06-17 12:39:15,2025-06-17 12:39:15,9350.0,9350.0
502,,Groupama,252,2025-06-17 12:39:15,2025-06-17 12:39:15,2792.0,2792.0
503,,Caisse d'épargne,253,2025-06-17 12:39:15,2025-06-17 12:39:15,3124.0,3124.0
504,,LCL,253,2025-06-17 12:39:15,2025-06-17 12:39:15,385.0,385.0
505,,BoursoBank,253,2025-06-17 12:39:15,2025-06-17 12:39:15,7758.0,7758.0
506,,La Banque Postale,254,2025-06-17 12:39:15,2025-06-17 12:39:15,6120.0,6120.0
507,,Banque Populaire,254,2025-06-17 12:39:15,2025-06-17 12:39:15,9622.0,9622.0
508,,Caisse d'épargne,254,2025-06-17 12:39:15,2025-06-17 12:39:15,5661.0,5661.0
509,,Allianz,255,2025-06-17 12:39:15,2025-06-17 12:39:15,8077.0,8077.0
510,,ING,255,2025-06-17 12:39:15,2025-06-17 12:39:15,7300.0,7300.0
511,,Crédit Agricole,255,2025-06-17 12:39:15,2025-06-17 12:39:15,9927.0,9927.0
512,,Crédit Mutuel,256,2025-06-17 12:39:15,2025-06-17 12:39:15,2281.0,2281.0
513,,La Banque Postale,256,2025-06-17 12:39:15,2025-06-17 12:39:15,6411.0,6411.0
514,,Crédit Agricole,257,2025-06-17 12:39:15,2025-06-17 12:39:15,4432.0,4432.0
515,,Orange Bank,257,2025-06-17 12:39:15,2025-06-17 12:39:15,580.0,580.0
516,,Crédit Mutuel,257,2025-06-17 12:39:15,2025-06-17 12:39:15,4841.0,4841.0
517,,Orange Bank,258,2025-06-17 12:39:15,2025-06-17 12:39:15,9751.0,9751.0
518,,Société Générale,259,2025-06-17 12:39:15,2025-06-17 12:39:15,5559.0,5559.0
519,,LCL,259,2025-06-17 12:39:15,2025-06-17 12:39:15,3142.0,3142.0
520,,Lydia,260,2025-06-17 12:39:15,2025-06-17 12:39:15,4381.0,4381.0
521,,Groupama,261,2025-06-17 12:39:15,2025-06-17 12:39:15,1093.0,1093.0
522,,Crédit Agricole,261,2025-06-17 12:39:15,2025-06-17 12:39:15,6592.0,6592.0
523,,ING,261,2025-06-17 12:39:15,2025-06-17 12:39:15,3027.0,3027.0
524,,Banque Populaire,262,2025-06-17 12:39:15,2025-06-17 12:39:15,9056.0,9056.0
525,,Hello Bank,262,2025-06-17 12:39:15,2025-06-17 12:39:15,5245.0,5245.0
526,,Orange Bank,262,2025-06-17 12:39:15,2025-06-17 12:39:15,187.0,187.0
527,,Orange Bank,263,2025-06-17 12:39:15,2025-06-17 12:39:15,5689.0,5689.0
528,,HSBC,263,2025-06-17 12:39:15,2025-06-17 12:39:15,6061.0,6061.0
529,,Hello Bank,264,2025-06-17 12:39:15,2025-06-17 12:39:15,2166.0,2166.0
530,,Etoro,265,2025-06-17 12:39:15,2025-06-17 12:39:15,4342.0,4342.0
531,,Hello Bank,265,2025-06-17 12:39:15,2025-06-17 12:39:15,5295.0,5295.0
532,,Crédit Mutuel,266,2025-06-17 12:39:15,2025-06-17 12:39:15,5390.0,5390.0
533,,Banque Populaire,266,2025-06-17 12:39:15,2025-06-17 12:39:15,3749.0,3749.0
534,,Lydia,266,2025-06-17 12:39:15,2025-06-17 12:39:15,2362.0,2362.0
535,,Groupama,267,2025-06-17 12:39:15,2025-06-17 12:39:15,866.0,866.0
536,,AXA Banque,267,2025-06-17 12:39:15,2025-06-17 12:39:15,3228.0,3228.0
537,,Société Générale,267,2025-06-17 12:39:15,2025-06-17 12:39:15,4417.0,4417.0
538,,Hello Bank,268,2025-06-17 12:39:15,2025-06-17 12:39:15,5379.0,5379.0
539,,Orange Bank,268,2025-06-17 12:39:15,2025-06-17 12:39:15,3664.0,3664.0
540,,ING,269,2025-06-17 12:39:15,2025-06-17 12:39:15,7409.0,7409.0
541,,Revolut,269,2025-06-17 12:39:15,2025-06-17 12:39:15,2037.0,2037.0
542,,BNP Paribas,270,2025-06-17 12:39:15,2025-06-17 12:39:15,2369.0,2369.0
543,,Groupama,270,2025-06-17 12:39:15,2025-06-17 12:39:15,1095.0,1095.0
544,,Fortuneo,270,2025-06-17 12:39:15,2025-06-17 12:39:15,5570.0,5570.0
545,,Hello Bank,271,2025-06-17 12:39:15,2025-06-17 12:39:15,9603.0,9603.0
546,,ING,272,2025-06-17 12:39:15,2025-06-17 12:39:15,104.0,104.0
547,,Fortuneo,273,2025-06-17 12:39:15,2025-06-17 12:39:15,1317.0,1317.0
548,,Etoro,273,2025-06-17 12:39:15,2025-06-17 12:39:15,986.0,986.0
549,,Lydia,273,2025-06-17 12:39:15,2025-06-17 12:39:15,9385.0,9385.0
550,,Allianz,274,2025-06-17 12:39:15,2025-06-17 12:39:15,1733.0,1733.0
551,,HSBC,274,2025-06-17 12:39:15,2025-06-17 12:39:15,6828.0,6828.0
552,,Caisse d'épargne,274,2025-06-17 12:39:15,2025-06-17 12:39:15,7591.0,7591.0
553,,ING,275,2025-06-17 12:39:15,2025-06-17 12:39:15,3825.0,3825.0
554,,Crédit Mutuel,275,2025-06-17 12:39:15,2025-06-17 12:39:15,7248.0,7248.0
555,,Orange Bank,276,2025-06-17 12:39:15,2025-06-17 12:39:15,7658.0,7658.0
556,,Revolut,276,2025-06-17 12:39:15,2025-06-17 12:39:15,5373.0,5373.0
557,,AXA Banque,276,2025-06-17 12:39:15,2025-06-17 12:39:15,4962.0,4962.0
558,,AXA Banque,277,2025-06-17 12:39:15,2025-06-17 12:39:15,9593.0,9593.0
559,,Orange Bank,277,2025-06-17 12:39:15,2025-06-17 12:39:15,5979.0,5979.0
560,,Allianz,278,2025-06-17 12:39:15,2025-06-17 12:39:15,3487.0,3487.0
561,,B FOR Bank,278,2025-06-17 12:39:15,2025-06-17 12:39:15,1351.0,1351.0
562,,La Banque Postale,278,2025-06-17 12:39:15,2025-06-17 12:39:15,4886.0,4886.0
563,,Orange Bank,279,2025-06-17 12:39:15,2025-06-17 12:39:15,1437.0,1437.0
564,,BNP Paribas,279,2025-06-17 12:39:15,2025-06-17 12:39:15,5487.0,5487.0
565,,AXA Banque,280,2025-06-17 12:39:15,2025-06-17 12:39:15,2675.0,2675.0
566,,BoursoBank,280,2025-06-17 12:39:15,2025-06-17 12:39:15,3753.0,3753.0
567,,Orange Bank,281,2025-06-17 12:39:15,2025-06-17 12:39:15,2945.0,2945.0
568,,Crédit Mutuel,281,2025-06-17 12:39:15,2025-06-17 12:39:15,4295.0,4295.0
569,,N26,281,2025-06-17 12:39:15,2025-06-17 12:39:15,5802.0,5802.0
570,,Fortuneo,282,2025-06-17 12:39:15,2025-06-17 12:39:15,8731.0,8731.0
571,,B FOR Bank,282,2025-06-17 12:39:15,2025-06-17 12:39:15,1339.0,1339.0
572,,AXA Banque,282,2025-06-17 12:39:15,2025-06-17 12:39:15,3253.0,3253.0
573,,Fortuneo,283,2025-06-17 12:39:15,2025-06-17 12:39:15,2132.0,2132.0
574,,La Banque Postale,283,2025-06-17 12:39:15,2025-06-17 12:39:15,2538.0,2538.0
575,,Lydia,283,2025-06-17 12:39:15,2025-06-17 12:39:15,2139.0,2139.0
576,,Fortuneo,284,2025-06-17 12:39:15,2025-06-17 12:39:15,7033.0,7033.0
577,,Crédit Mutuel,284,2025-06-17 12:39:15,2025-06-17 12:39:15,8585.0,8585.0
578,,AXA Banque,284,2025-06-17 12:39:15,2025-06-17 12:39:15,4885.0,4885.0
579,,Orange Bank,285,2025-06-17 12:39:15,2025-06-17 12:39:15,7940.0,7940.0
580,,LCL,286,2025-06-17 12:39:15,2025-06-17 12:39:15,1644.0,1644.0
581,,Etoro,287,2025-06-17 12:39:15,2025-06-17 12:39:15,9866.0,9866.0
582,,Caisse d'épargne,287,2025-06-17 12:39:15,2025-06-17 12:39:15,1238.0,1238.0
583,,Revolut,288,2025-06-17 12:39:15,2025-06-17 12:39:15,4092.0,4092.0
584,,La Banque Postale,288,2025-06-17 12:39:15,2025-06-17 12:39:15,8511.0,8511.0
585,,BNP Paribas,288,2025-06-17 12:39:15,2025-06-17 12:39:15,3789.0,3789.0
586,,Etoro,289,2025-06-17 12:39:15,2025-06-17 12:39:15,5038.0,5038.0
587,,Orange Bank,289,2025-06-17 12:39:15,2025-06-17 12:39:15,6734.0,6734.0
588,,N26,289,2025-06-17 12:39:15,2025-06-17 12:39:15,5637.0,5637.0
589,,HSBC,290,2025-06-17 12:39:15,2025-06-17 12:39:15,379.0,379.0
